key	domain	es_mx	pt_br
sesgo.authority-bias.fixation.1.option.1	sesgo	Efecto halo: los atributos positivos del fundador se transfieren a la empresa	Efeito halo: os atributos positivos do fundador se transferem para a empresa
sesgo.authority-bias.fixation.1.option.2	sesgo	Sesgo de disponibilidad: recuerdas fácilmente casos de startups exitosas similares	Viés de disponibilidade: você se lembra facilmente de casos de startups bem-sucedidas semelhantes
sesgo.authority-bias.fixation.2.question	sesgo	¿Qué hace el cerebro cuando aplica el sesgo de representatividad?	O que o cérebro faz quando aplica o viés de representatividade?
sesgo.authority-bias.fixation.2.option.0	sesgo	Clasifica algo nuevo según su parecido con un estereotipo, ignorando la probabilidad estadística real	Classifica algo novo pela semelhança com um estereótipo, ignorando a probabilidade estatística real
sesgo.authority-bias.fixation.2.option.1	sesgo	Representa mentalmente los escenarios futuros para tomar mejores decisiones	Representa mentalmente os cenários futuros para tomar melhores decisões
sesgo.authority-bias.fixation.2.option.2	sesgo	Usa la experiencia pasada de forma sistemática y precisa para evaluar situaciones nuevas	Usa a experiência passada de forma sistemática e precisa para avaliar situações novas
sesgo.regret-aversion.name	sesgo	Aversión al Arrepentimiento	Aversão ao Arrependimento
sesgo.regret-aversion.definition	sesgo	Evitamos tomar decisiones por miedo a que el resultado sea malo y nos haga sentir responsables de la pérdida.	Evitamos tomar decisões por medo de que o resultado seja ruim e nos faça sentir responsáveis pela perda.
sesgo.regret-aversion.description	sesgo	La Aversión al Arrepentimiento es distinta de la Aversión al Riesgo clásica: no es miedo a perder dinero, es miedo a sentirte responsable de haberlo perdido. Esto lleva a dos comportamientos opuestos: parálisis (no hacer nada para no equivocarse activamente) y comportamiento de manada (si todos se equivocan, no es tu culpa).	A Aversão ao Arrependimento é diferente da Aversão ao Risco clássica: não é medo de perder dinheiro, é medo de se sentir responsável por tê-lo perdido. Isso leva a dois comportamentos opostos: paralisia (não fazer nada para não errar ativamente) e comportamento de manada (se todos erram, a culpa não é só sua).
sesgo.regret-aversion.mechanism	sesgo	Kahneman explica que el arrepentimiento es una emoción contrafactual: el cerebro simula la realidad alternativa ("si tan solo hubiera…"). El dolor es más intenso cuando la pérdida resulta de una acción que tomamos que de una omisión. Esto crea una asimetría que paraliza la toma de decisiones.	Kahneman explica que o arrependimento é uma emoção contrafactual: o cérebro simula a realidade alternativa ("se ao menos eu tivesse…"). A dor é mais intensa quando a perda resulta de uma ação que tomamos do que de uma omissão. Isso cria uma assimetria que paralisa a tomada de decisão.
sesgo.regret-aversion.trapQuestion	sesgo	Fondo A perdió 10% manteniendo su estrategia estándar. Fondo B perdió 10% tras intentar una nueva estrategia. ¿A cuál gestor despides? — La mayoría despide al de B, aunque el resultado es idéntico. Castigamos más el error por acción que por omisión.	O Fundo A perdeu 10% mantendo sua estratégia padrão. O Fundo B perdeu 10% após tentar uma nova estratégia. Qual gestor você demite? — A maioria demite o de B, mesmo que o resultado seja idêntico. Punimos mais o erro por ação do que por omissão.
sesgo.regret-aversion.example.0.label	sesgo	Efecto disposición	Efeito disposição
sesgo.regret-aversion.example.0.text	sesgo	Un inversor mantiene una acción perdedora durante años porque venderla "haría real" la pérdida y tendría que admitir que se equivocó. Vende las ganadoras para asegurar ganancias antes de que "se vayan".	Um investidor mantém uma ação perdedora por anos porque vendê-la "tornaria real" a perda e teria de admitir que errou. Vende as ganhadoras para garantir os ganhos antes que "se vão".
sesgo.regret-aversion.example.1.label	sesgo	Manada	Manada
sesgo.regret-aversion.example.1.text	sesgo	Un gestor invierte en lo mismo que todos sus colegas. Si pierde, "todos perdimos" — el arrepentimiento se diluye. Si hubiera tomado una posición contraria y perdido, habría sido culpa exclusivamente suya.	Um gestor investe no mesmo que todos os seus colegas. Se perder, "todos perdemos" — o arrependimento se dilui. Se tivesse tomado uma posição contrária e perdido, a culpa seria exclusivamente dele.
sesgo.regret-aversion.example.2.label	sesgo	Inacción	Inação
sesgo.regret-aversion.example.2.text	sesgo	Una persona con dinero en efectivo por un año que "espera el momento correcto" para invertir. El miedo al arrepentimiento de entrar en el momento equivocado supera el costo de oportunidad de no estar invertido.	Uma pessoa com dinheiro em caixa por um ano que "aguarda o momento certo" para investir. O medo do arrependimento de entrar na hora errada supera o custo de oportunidade de ficar fora do mercado.
sesgo.regret-aversion.antidote.0	sesgo	Distinguir proceso de resultado: ¿fue una buena decisión dado lo que sabías, aunque el resultado fuera malo?	Distinga processo de resultado: foi uma boa decisão dado o que você sabia, mesmo que o resultado tenha sido ruim?
sesgo.regret-aversion.antidote.1	sesgo	Re-enmarcar el inmovilismo: no decidir también es una decisión — y también puede generar arrepentimiento.	Reencadre o imobilismo: não decidir também é uma decisão — e também pode gerar arrependimento.
sesgo.regret-aversion.antidote.2	sesgo	Regla del "10-10-10" (Suzy Welch): ¿cómo te sentirás sobre esta decisión en 10 minutos, 10 meses, 10 años?	Regra do "10-10-10" (Suzy Welch): como você vai se sentir sobre essa decisão em 10 minutos, 10 meses e 10 anos?
sesgo.regret-aversion.antidote.3	sesgo	Portafolio de "arrepentimiento mínimo": diseña tu estrategia para que puedas vivir con el peor escenario posible.	Portfólio de "arrependimento mínimo": desenhe sua estratégia para que você consiga conviver com o pior cenário possível.
sesgo.regret-aversion.question.0.situation	sesgo	Fondo A perdió -10% manteniendo su estrategia conservadora de siempre. Fondo B perdió -10% tras cambiar a una estrategia nueva. ¿A quién despides?	O Fundo A perdeu -10% mantendo sua estratégia conservadora de sempre. O Fundo B perdeu -10% após mudar para uma nova estratégia. Quem você demite?
sesgo.regret-aversion.question.0.option.0.text	sesgo	Al gestor de Fondo B — intentó algo nuevo y falló	Ao gestor do Fundo B — tentou algo novo e falhou
sesgo.regret-aversion.question.0.option.0.reveal	sesgo	Sesgo de omisión: castigamos más los errores por acción que por inacción, aunque el resultado sea idéntico	Viés de omissão: punimos mais os erros por ação do que por inação, mesmo que o resultado seja idêntico
sesgo.regret-aversion.question.0.option.1.text	sesgo	A ninguno / Son equivalentes — el resultado fue el mismo	A nenhum / São equivalentes — o resultado foi o mesmo
sesgo.regret-aversion.question.0.option.1.reveal	sesgo	Racional: el resultado fue idéntico. Si Fondo B habría ganado con la nueva estrategia, habrías felicitado al gestor por la misma decisión	Racional: o resultado foi idêntico. Se o Fundo B tivesse ganho com a nova estratégia, você teria parabenizado o gestor pela mesma decisão
sesgo.regret-aversion.question.1.situation	sesgo	Tienes $500,000 en efectivo esperando "el momento correcto" para invertir. Llevas 14 meses esperando. ¿Qué haces?	Você tem R$ 150.000 em caixa esperando "o momento certo" para investir. Já faz 14 meses que você espera. O que você faz?
sesgo.regret-aversion.question.1.option.0.text	sesgo	Sigo esperando — si entro y el mercado cae, me voy a arrepentir de no haber esperado	Continuo esperando — se eu entrar e o mercado cair, vou me arrepender de não ter esperado
sesgo.regret-aversion.question.1.option.0.reveal	sesgo	Aversión al arrepentimiento por acción: pero ¿cuánto costó de oportunidad ese año y medio en efectivo?	Aversão ao arrependimento por ação: mas quanto custou de oportunidade esse um ano e meio em caixa?
sesgo.regret-aversion.question.1.option.1.text	sesgo	Entro de forma escalonada — el costo de oportunidad de esperar también genera arrepentimiento	Entro de forma escalonada — o custo de oportunidade de esperar também gera arrependimento
sesgo.regret-aversion.question.1.option.1.reveal	sesgo	Racional: la inacción también genera arrepentimiento futuro. El dollar-cost averaging reduce el dolor de "entrar en el tope"	Racional: a inação também gera arrependimento futuro. O dollar-cost averaging reduz a dor de "entrar no topo"
sesgo.regret-aversion.question.2.situation	sesgo	Necesitas liquidar una posición urgentemente. Tienes: Acción A (+20%) y Acción B (-25%). Ambas con igual potencial a futuro. ¿Cuál vendes?	Você precisa liquidar uma posição com urgência. Tem: Ação A (+20%) e Ação B (-25%). Ambas com igual potencial futuro. Qual você vende?
sesgo.regret-aversion.question.2.option.0.text	sesgo	Vendo la A (+20%) — aseguro la ganancia y no "hago real" la pérdida en B	Vendo a A (+20%) — garanto o ganho e não "torno real" a perda em B
sesgo.regret-aversion.question.2.option.0.reveal	sesgo	Efecto disposición / Aversión al arrepentimiento: vender la ganadora y mantener la perdedora es el sesgo clásico de Shefrin & Statman	Efeito disposição / Aversão ao arrependimento: vender a ganhadora e manter a perdedora é o viés clássico de Shefrin & Statman
sesgo.regret-aversion.question.2.option.1.text	sesgo	Evalúo cuál tiene mejor perspectiva a futuro y vendo la que menos me convence	Avalio qual tem melhor perspectiva futura e vendo a que me convence menos
sesgo.regret-aversion.question.2.option.1.reveal	sesgo	Racional: el precio de entrada es irrelevante para la decisión de hoy. Solo importa el potencial futuro	Racional: o preço de entrada é irrelevante para a decisão de hoje. Só importa o potencial futuro
sesgo.regret-aversion.fixation.0.question	sesgo	¿Cuál es la diferencia entre un error de comisión y uno de omisión en la aversión al arrepentimiento?	Qual é a diferença entre um erro de comissão e um de omissão na aversão ao arrependimento?
sesgo.regret-aversion.fixation.0.option.0	sesgo	El error de comisión es actuar y que salga mal; el de omisión es no actuar y perder una oportunidad — el primero duele más	O erro de comissão é agir e dar errado; o de omissão é não agir e perder uma oportunidade — o primeiro dói mais
sesgo.regret-aversion.fixation.0.option.1	sesgo	El error de comisión es no hacer nada; el de omisión es actuar sin suficiente información	O erro de comissão é não fazer nada; o de omissão é agir sem informação suficiente
sesgo.regret-aversion.fixation.0.option.2	sesgo	Ambos generan el mismo nivel de arrepentimiento según las investigaciones de Kahneman	Ambos geram o mesmo nível de arrependimento segundo as pesquisas de Kahneman
sesgo.regret-aversion.fixation.1.question	sesgo	Un inversor no vende una posición perdedora porque "si vendo y sube, no me lo voy a perdonar". ¿Qué sesgo explica la parálisis?	Um investidor não vende uma posição perdedora porque "se eu vender e subir, não vou me perdoar". Que viés explica a paralisia?
sesgo.regret-aversion.fixation.1.option.0	sesgo	Aversión al arrepentimiento: el miedo al arrepentimiento futuro pesa más que el análisis racional presente	Aversão ao arrependimento: o medo do arrependimento futuro pesa mais do que a análise racional presente
